"","animal_id","local_area","num_dets","first_det","last_det","mean_lat","mean_lon"
"151","V2LNSSA-18C-2019-05-10","West River upper",2,2019-05-10 09:36:00,2019-05-10 09:36:00,44.9585454198472,-62.6177866412211
"152","V2LNSSA-18D-2019-05-10","Sheet Harbour",14102,2019-05-19 00:32:36,2019-06-04 21:49:59,44.9202516530958,-62.5386218284875
"153","V2LNSSA-18D-2019-05-10","Sheet Harbour estuary",2213,2019-06-02 02:56:44,2019-06-15 05:39:54,44.8958021924533,-62.4850195539726
"154","V2LNSSA-18D-2019-05-10","Sheet Harbour passage",25,2019-05-18 22:19:01,2019-06-16 23:55:23,44.8665695404,-62.4962837203505
"155","V2LNSSA-18D-2019-05-10","West River upper",2,2019-05-10 09:36:00,2019-05-10 09:36:00,44.9585454198472,-62.6177866412211
"156","V2LNSSA-19A-2019-05-10","Sheet Harbour",4926,2019-05-14 02:46:11,2019-05-19 00:53:53,44.9202516530958,-62.5386218284875
"157","V2LNSSA-19A-2019-05-10","Sheet Harbour passage",134,2019-05-13 15:25:30,2019-05-14 02:00:59,44.8665695404,-62.4962837203505
"158","V2LNSSA-19A-2019-05-10","West River upper",2,2019-05-10 09:36:00,2019-05-10 09:36:00,44.9585454198472,-62.6177866412211
"159","V2LNSSA-19B-2019-05-10","Sheet Harbour",298,2019-05-13 00:21:06,2019-05-13 09:53:36,44.9202516530958,-62.5386218284875
"160","V2LNSSA-19B-2019-05-10","Sheet Harbour passage",311,2019-05-12 08:49:59,2019-05-12 22:57:58,44.8665695404,-62.4962837203505
"161","V2LNSSA-19B-2019-05-10","West River upper",2,2019-05-10 09:36:00,2019-05-10 09:36:00,44.9585454198472,-62.6177866412211
"162","V2LNSSA-19C-2019-05-10","Sheet Harbour",112,2019-05-16 06:08:24,2019-05-16 09:16:56,44.9202516530958,-62.5386218284875
"163","V2LNSSA-19C-2019-05-10","Sheet Harbour passage",71,2019-05-16 02:46:24,2019-05-16 05:54:38,44.8665695404,-62.4962837203505
"164","V2LNSSA-19C-2019-05-10","West River upper",2,2019-05-10 09:36:00,2019-05-10 09:36:00,44.9585454198472,-62.6177866412211
"165","V2LNSSA-19D-2019-05-10","Sheet Harbour",2457,2019-05-15 00:25:17,2019-06-14 09:55:05,44.9202516530958,-62.5386218284875
"166","V2LNSSA-19D-2019-05-10","Sheet Harbour estuary",2135,2019-05-19 10:41:57,2019-06-15 21:54:43,44.8958021924533,-62.4850195539726
"167","V2LNSSA-19D-2019-05-10","Sheet Harbour passage",125,2019-05-14 15:36:35,2019-06-16 22:10:27,44.8665695404,-62.4962837203505
"168","V2LNSSA-19D-2019-05-10","West River upper",2,2019-05-10 09:36:00,2019-05-10 09:36:00,44.9585454198472,-62.6177866412211
"169","V2LNSSA-21A-2019-05-10","Sheet Harbour",3351,2019-05-13 00:53:08,2019-06-15 02:55:08,44.9202516530958,-62.5386218284875
"170","V2LNSSA-21A-2019-05-10","Sheet Harbour estuary",722,2019-06-05 06:48:28,2019-06-15 20:30:39,44.8958021924533,-62.4850195539726
"171","V2LNSSA-21A-2019-05-10","Sheet Harbour passage",27,2019-05-12 09:24:53,2019-06-16 15:09:59,44.8665695404,-62.4962837203505
"172","V2LNSSA-21A-2019-05-10","West River upper",2,2019-05-10 09:36:00,2019-05-10 09:36:00,44.9585454198472,-62.6177866412211
"173","V2LNSSA-21B-2019-05-10","Sheet Harbour",20191,2019-05-15 18:45:49,2019-06-25 08:37:26,44.9202516530958,-62.5386218284875
"174","V2LNSSA-21B-2019-05-10","West River upper",2,2019-05-10 09:36:00,2019-05-10 09:36:00,44.9585454198472,-62.6177866412211
"175","V2LNSSA-21C-2019-05-10","Sheet Harbour",1139,2019-05-13 00:08:34,2019-05-13 23:42:36,44.9202516530958,-62.5386218284875
"176","V2LNSSA-21C-2019-05-10","Sheet Harbour passage",18,2019-05-12 13:23:49,2019-05-12 15:06:41,44.8665695404,-62.4962837203505
"177","V2LNSSA-21C-2019-05-10","West River upper",2,2019-05-10 09:36:00,2019-05-10 09:36:00,44.9585454198472,-62.6177866412211
"178","V2LNSSA-27A-2019-05-11","Sheet Harbour",1800,2019-05-14 00:18:17,2019-05-24 04:43:34,44.9202516530958,-62.5386218284875
"179","V2LNSSA-27A-2019-05-11","Sheet Harbour estuary",1494,2019-05-20 03:26:49,2019-06-06 22:40:03,44.8958021924533,-62.4850195539726
"180","V2LNSSA-27A-2019-05-11","Sheet Harbour passage",37,2019-05-13 17:40:32,2019-06-07 13:42:02,44.8665695404,-62.4962837203505
"181","V2LNSSA-27A-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"182","V2LNSSA-27B-2019-05-11","Sheet Harbour",14608,2019-05-13 02:52:59,2019-05-22 14:23:03,44.9202516530958,-62.5386218284875
"183","V2LNSSA-27B-2019-05-11","Sheet Harbour passage",7,2019-05-12 12:19:38,2019-05-12 12:35:03,44.8665695404,-62.4962837203505
"184","V2LNSSA-27B-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"185","V2LNSSA-27C-2019-05-11","Sheet Harbour",1645,2019-05-12 00:32:53,2019-06-03 13:21:06,44.9202516530958,-62.5386218284875
"186","V2LNSSA-27C-2019-05-11","Sheet Harbour estuary",1606,2019-05-23 03:32:30,2019-06-06 22:33:18,44.8958021924533,-62.4850195539726
"187","V2LNSSA-27C-2019-05-11","Sheet Harbour passage",12,2019-05-11 23:26:33,2019-06-07 06:38:08,44.8665695404,-62.4962837203505
"188","V2LNSSA-27C-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"189","V2LNSSA-27D-2019-05-11","Sheet Harbour",3874,2019-05-13 01:24:51,2019-06-03 23:25:41,44.9202516530958,-62.5386218284875
"190","V2LNSSA-27D-2019-05-11","Sheet Harbour estuary",3485,2019-05-18 03:59:56,2019-06-06 22:25:18,44.8958021924533,-62.4850195539726
"191","V2LNSSA-27D-2019-05-11","Sheet Harbour passage",200,2019-05-12 05:27:21,2019-06-08 03:38:20,44.8665695404,-62.4962837203505
"192","V2LNSSA-27D-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"193","V2LNSSA-28A-2019-05-11","Sheet Harbour",89,2019-05-12 09:05:49,2019-05-12 11:48:52,44.9202516530958,-62.5386218284875
"194","V2LNSSA-28A-2019-05-11","Sheet Harbour passage",29,2019-05-12 07:36:44,2019-05-12 08:32:22,44.8665695404,-62.4962837203505
"195","V2LNSSA-28A-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"196","V2LNSSA-28B-2019-05-11","Sheet Harbour",2850,2019-05-13 00:06:46,2019-06-04 04:21:58,44.9202516530958,-62.5386218284875
"197","V2LNSSA-28B-2019-05-11","Sheet Harbour estuary",3010,2019-05-17 11:38:27,2019-06-06 21:18:21,44.8958021924533,-62.4850195539726
"198","V2LNSSA-28B-2019-05-11","Sheet Harbour passage",78,2019-05-12 07:12:47,2019-06-07 05:59:04,44.8665695404,-62.4962837203505
"199","V2LNSSA-28B-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"200","V2LNSSA-28C-2019-05-11","Sheet Harbour",88,2019-05-12 00:22:34,2019-05-12 02:12:37,44.9202516530958,-62.5386218284875
"201","V2LNSSA-28C-2019-05-11","Sheet Harbour passage",13,2019-05-11 23:26:25,2019-05-11 23:51:37,44.8665695404,-62.4962837203505
"202","V2LNSSA-28C-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"203","V2LNSSA-28D-2019-05-11","Sheet Harbour",2792,2019-05-14 00:05:50,2019-06-03 23:45:45,44.9202516530958,-62.5386218284875
"204","V2LNSSA-28D-2019-05-11","Sheet Harbour estuary",2912,2019-05-18 18:17:01,2019-06-13 09:24:12,44.8958021924533,-62.4850195539726
"205","V2LNSSA-28D-2019-05-11","Sheet Harbour passage",140,2019-05-13 08:01:50,2019-06-13 20:15:25,44.8665695404,-62.4962837203505
"206","V2LNSSA-28D-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"207","V2LNSSA-29A-2019-05-11","Sheet Harbour",17261,2019-05-13 04:18:47,2019-06-04 02:31:11,44.9202516530958,-62.5386218284875
"208","V2LNSSA-29A-2019-05-11","Sheet Harbour estuary",2415,2019-06-02 05:29:58,2019-06-15 22:03:02,44.8958021924533,-62.4850195539726
"209","V2LNSSA-29A-2019-05-11","Sheet Harbour passage",113,2019-05-13 03:35:57,2019-06-17 17:19:01,44.8665695404,-62.4962837203505
"210","V2LNSSA-29A-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"211","V2LNSSA-29B-2019-05-11","Sheet Harbour",5512,2019-05-13 00:54:36,2019-06-02 17:17:23,44.9202516530958,-62.5386218284875
"212","V2LNSSA-29B-2019-05-11","Sheet Harbour estuary",140,2019-05-16 22:02:35,2019-05-18 22:03:01,44.8958021924533,-62.4850195539726
"213","V2LNSSA-29B-2019-05-11","Sheet Harbour passage",7,2019-05-12 16:01:35,2019-05-12 16:13:02,44.8665695404,-62.4962837203505
"214","V2LNSSA-29B-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"215","V2LNSSA-29C-2019-05-11","Sheet Harbour",480,2019-05-13 00:16:01,2019-05-13 12:24:59,44.9202516530958,-62.5386218284875
"216","V2LNSSA-29C-2019-05-11","Sheet Harbour passage",13,2019-05-12 08:05:11,2019-05-12 08:33:24,44.8665695404,-62.4962837203505
"217","V2LNSSA-29C-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"218","V2LNSSA-29D-2019-05-11","Sheet Harbour",198,2019-05-13 00:47:19,2019-05-13 11:13:39,44.9202516530958,-62.5386218284875
"219","V2LNSSA-29D-2019-05-11","Sheet Harbour passage",9,2019-05-12 17:02:29,2019-05-12 17:16:22,44.8665695404,-62.4962837203505
"220","V2LNSSA-29D-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"221","V2LNSSA-30A-2019-05-11","Sheet Harbour passage",55,2019-05-15 08:49:01,2019-05-15 11:17:47,44.8665695404,-62.4962837203505
"222","V2LNSSA-30A-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"223","V2LNSSA-30D-2019-05-11","Sheet Harbour",2827,2019-05-13 00:07:43,2019-05-16 10:12:26,44.9202516530958,-62.5386218284875
"224","V2LNSSA-30D-2019-05-11","Sheet Harbour passage",46,2019-05-12 11:01:53,2019-05-12 13:16:02,44.8665695404,-62.4962837203505
"225","V2LNSSA-30D-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"226","V2LNSSA-31A-2019-05-11","Sheet Harbour",1885,2019-05-13 00:14:31,2019-05-16 14:42:43,44.9202516530958,-62.5386218284875
"227","V2LNSSA-31A-2019-05-11","Sheet Harbour passage",17,2019-05-12 12:29:05,2019-05-12 13:03:19,44.8665695404,-62.4962837203505
"228","V2LNSSA-31A-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"229","V2LNSSA-31B-2019-05-11","Sheet Harbour",7930,2019-05-13 00:18:22,2019-06-11 05:06:52,44.9202516530958,-62.5386218284875
"230","V2LNSSA-31B-2019-05-11","Sheet Harbour estuary",1099,2019-05-30 06:26:14,2019-06-12 21:45:27,44.8958021924533,-62.4850195539726
"231","V2LNSSA-31B-2019-05-11","Sheet Harbour passage",80,2019-05-12 16:36:50,2019-06-13 16:24:14,44.8665695404,-62.4962837203505
"232","V2LNSSA-31B-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"233","V2LNSSA-31D-2019-05-11","Sheet Harbour",2,2019-05-12 19:43:54,2019-05-12 19:45:47,44.9202516530958,-62.5386218284875
"234","V2LNSSA-31D-2019-05-11","Sheet Harbour passage",7,2019-05-12 17:03:28,2019-05-12 17:12:23,44.8665695404,-62.4962837203505
"235","V2LNSSA-31D-2019-05-11","West River upper",2,2019-05-11 09:36:00,2019-05-11 09:36:00,44.9585454198472,-62.6177866412211
"236","V2LNSSA-1343283-2021-04-28","West River",61,2021-04-29 14:49:28,2021-04-30 17:31:34,44.9382000000021,-62.562089999998
"237","V2LNSSA-1343284-2021-04-28","Sheet Harbour",1496,2021-05-01 18:39:00,2021-06-01 11:51:34,44.9202516530958,-62.5386218284875
"238","V2LNSSA-1343284-2021-04-28","Sheet Harbour estuary",11133,2021-05-03 10:20:56,2021-06-05 19:54:22,44.8958021924533,-62.4850195539726
"239","V2LNSSA-1343284-2021-04-28","Sheet Harbour passage",9322,2021-05-24 08:32:55,2021-06-28 13:59:47,44.8665695404,-62.4962837203505
"240","V2LNSSA-1343284-2021-04-28","West River",4,2021-05-01 06:28:17,2021-05-01 06:33:37,44.9382000000021,-62.562089999998
"241","V2LNSSA-1343285-2021-04-28","Sheet Harbour",5356,2021-05-08 00:24:06,2021-05-31 17:49:27,44.9202516530958,-62.5386218284875
"242","V2LNSSA-1343285-2021-04-28","Sheet Harbour estuary",9779,2021-05-12 07:13:30,2021-06-05 01:06:08,44.8958021924533,-62.4850195539726
"243","V2LNSSA-1343285-2021-04-28","Sheet Harbour passage",312,2021-05-14 08:22:42,2021-06-06 14:03:54,44.8665695404,-62.4962837203505
"244","V2LNSSA-1343285-2021-04-28","St. Anns Bank MPA",2,2021-06-14 04:20:48,2021-06-14 04:26:17,46.014734054054,-58.99753
"245","V2LNSSA-1343285-2021-04-28","West River",114,2021-05-06 22:32:06,2021-05-07 14:29:44,44.9382000000021,-62.562089999998
"246","V2LNSSA-1343286-2021-04-28","Grand Banks of NL",3,2021-06-28 22:08:33,2021-06-28 22:10:44,46.8775407272727,-51.2342329090909
"247","V2LNSSA-1343286-2021-04-28","Sheet Harbour",6369,2021-05-01 19:06:50,2021-05-27 09:21:10,44.9202516530958,-62.5386218284875
"248","V2LNSSA-1343286-2021-04-28","Sheet Harbour estuary",13925,2021-05-11 12:11:13,2021-06-04 20:43:30,44.8958021924533,-62.4850195539726
"249","V2LNSSA-1343286-2021-04-28","Sheet Harbour passage",87,2021-05-16 07:02:22,2021-06-05 10:48:28,44.8665695404,-62.4962837203505
"250","V2LNSSA-1343286-2021-04-28","West River",120,2021-04-29 12:23:02,2021-05-01 05:18:17,44.9382000000021,-62.562089999998
"251","V2LNSSA-1343287-2021-04-28","Sheet Harbour",1590,2021-05-05 00:39:36,2021-05-05 13:57:33,44.9202516530958,-62.5386218284875
"252","V2LNSSA-1343287-2021-04-28","West River",19,2021-04-29 10:31:05,2021-04-29 13:36:05,44.9382000000021,-62.562089999998
"253","V2LNSSA-1343288-2021-04-28","ESI Moser River",5,2021-06-07 11:27:38,2021-06-07 11:43:08,44.8517599999999,-62.101015217391
"254","V2LNSSA-1343288-2021-04-28","Sheet Harbour",510,2021-05-01 05:46:42,2021-06-01 10:15:06,44.9202516530958,-62.5386218284875
"255","V2LNSSA-1343288-2021-04-28","Sheet Harbour estuary",9340,2021-05-01 19:21:53,2021-06-06 06:48:39,44.8958021924533,-62.4850195539726
"256","V2LNSSA-1343288-2021-04-28","Sheet Harbour passage",73,2021-05-17 08:51:54,2021-06-06 13:54:46,44.8665695404,-62.4962837203505
"257","V2LNSSA-1343288-2021-04-28","West River",62,2021-04-30 18:36:26,2021-05-01 00:50:35,44.9382000000021,-62.562089999998
"258","V2LNSSA-1343289-2021-04-28","Sheet Harbour",896,2021-05-04 02:33:34,2021-06-01 13:09:57,44.9202516530958,-62.5386218284875
"259","V2LNSSA-1343289-2021-04-28","Sheet Harbour estuary",14685,2021-05-05 02:22:54,2021-06-08 23:38:07,44.8958021924533,-62.4850195539726
"260","V2LNSSA-1343289-2021-04-28","Sheet Harbour passage",291,2021-05-14 06:45:29,2021-06-09 12:15:50,44.8665695404,-62.4962837203505
"261","V2LNSSA-1343289-2021-04-28","West River",91,2021-05-02 12:59:10,2021-05-03 20:51:21,44.9382000000021,-62.562089999998
"262","V2LNSSA-1343290-2021-04-28","Sheet Harbour",482,2021-04-30 19:48:04,2021-05-27 17:46:29,44.9202516530958,-62.5386218284875
"263","V2LNSSA-1343290-2021-04-28","Sheet Harbour estuary",8156,2021-05-01 05:27:46,2021-05-30 21:32:06,44.8958021924533,-62.4850195539726
"264","V2LNSSA-1343290-2021-04-28","Sheet Harbour passage",105,2021-05-19 08:29:00,2021-05-31 08:45:15,44.8665695404,-62.4962837203505
"265","V2LNSSA-1343290-2021-04-28","West River",63,2021-04-29 09:18:19,2021-04-29 23:38:29,44.9382000000021,-62.562089999998
"266","V2LNSSA-1343292-2021-04-28","ESI Moser River",10,2021-06-03 17:32:32,2021-06-03 17:51:26,44.8517599999999,-62.101015217391
"267","V2LNSSA-1343292-2021-04-28","Sheet Harbour",3970,2021-04-29 23:55:27,2021-06-01 13:14:45,44.9202516530958,-62.5386218284875
"268","V2LNSSA-1343292-2021-04-28","Sheet Harbour estuary",9762,2021-05-09 11:08:05,2021-06-02 12:22:34,44.8958021924533,-62.4850195539726
"269","V2LNSSA-1343292-2021-04-28","Sheet Harbour passage",410,2021-05-09 15:10:56,2021-06-02 18:31:11,44.8665695404,-62.4962837203505
"270","V2LNSSA-1343292-2021-04-28","West River",24,2021-04-29 11:13:51,2021-04-29 12:54:31,44.9382000000021,-62.562089999998
"271","V2LNSSA-1343293-2021-04-28","Sheet Harbour",206,2021-05-01 05:42:13,2021-05-01 08:54:32,44.9202516530958,-62.5386218284875
"272","V2LNSSA-1343293-2021-04-28","West River",30,2021-04-30 20:55:01,2021-04-30 22:46:43,44.9382000000021,-62.562089999998
"273","V2LNSSA-1343294-2021-04-28","Sheet Harbour",2063,2021-04-30 18:41:50,2021-05-31 13:40:09,44.9202516530958,-62.5386218284875
"274","V2LNSSA-1343294-2021-04-28","Sheet Harbour estuary",17629,2021-05-01 23:02:30,2021-05-31 19:01:41,44.8958021924533,-62.4850195539726
"275","V2LNSSA-1343294-2021-04-28","Sheet Harbour passage",115,2021-05-24 23:58:32,2021-05-31 21:31:15,44.8665695404,-62.4962837203505
"276","V2LNSSA-1343294-2021-04-28","West River",7,2021-04-30 13:22:02,2021-04-30 13:32:52,44.9382000000021,-62.562089999998
"277","V2LNSSA-1343295-2021-04-28","Sheet Harbour",3846,2021-05-02 03:32:17,2021-06-01 11:41:45,44.9202516530958,-62.5386218284875
"278","V2LNSSA-1343295-2021-04-28","Sheet Harbour estuary",10263,2021-05-10 00:21:07,2021-06-06 07:53:59,44.8958021924533,-62.4850195539726
"279","V2LNSSA-1343295-2021-04-28","Sheet Harbour passage",5,2021-06-05 14:31:54,2021-06-06 16:18:07,44.8665695404,-62.4962837203505
"280","V2LNSSA-1343295-2021-04-28","West River",99,2021-04-30 17:46:20,2021-05-02 00:10:38,44.9382000000021,-62.562089999998
"281","V2LNSSA-1343297-2021-04-28","Sheet Harbour",498,2021-05-01 23:52:59,2021-05-31 13:31:18,44.9202516530958,-62.5386218284875
"282","V2LNSSA-1343297-2021-04-28","Sheet Harbour estuary",13341,2021-05-02 10:39:59,2021-06-01 19:40:49,44.8958021924533,-62.4850195539726
"283","V2LNSSA-1343297-2021-04-28","Sheet Harbour passage",222,2021-05-04 17:22:43,2021-06-02 17:36:10,44.8665695404,-62.4962837203505
"284","V2LNSSA-1343297-2021-04-28","West River",53,2021-04-30 11:14:10,2021-05-01 15:19:40,44.9382000000021,-62.562089999998
"285","V2LNSSA-1343298-2021-04-28","Sheet Harbour",3063,2021-05-05 00:33:32,2021-05-07 20:45:43,44.9202516530958,-62.5386218284875
"286","V2LNSSA-1343298-2021-04-28","Sheet Harbour estuary",8416,2021-05-07 21:56:30,2021-05-28 23:50:14,44.8958021924533,-62.4850195539726
"287","V2LNSSA-1343298-2021-04-28","Sheet Harbour passage",89,2021-05-11 08:12:55,2021-05-29 06:58:37,44.8665695404,-62.4962837203505
"288","V2LNSSA-1343298-2021-04-28","West River",8,2021-05-04 13:47:18,2021-05-04 14:37:58,44.9382000000021,-62.562089999998
"289","V2LNSSA-1343299-2021-04-28","ESI Moser River",7,2021-05-30 09:26:03,2021-05-30 09:40:41,44.8517599999999,-62.101015217391
"290","V2LNSSA-1343299-2021-04-28","Sheet Harbour",5871,2021-05-08 00:44:23,2021-05-12 00:53:47,44.9202516530958,-62.5386218284875
"291","V2LNSSA-1343299-2021-04-28","Sheet Harbour estuary",3601,2021-05-12 03:26:28,2021-05-28 00:21:00,44.8958021924533,-62.4850195539726
"292","V2LNSSA-1343299-2021-04-28","Sheet Harbour passage",248,2021-05-13 03:38:10,2021-05-24 05:28:19,44.8665695404,-62.4962837203505
"293","V2LNSSA-1343299-2021-04-28","West River",74,2021-05-05 22:20:51,2021-05-06 20:17:18,44.9382000000021,-62.562089999998
"294","V2LNSSA-1343300-2021-04-28","Sheet Harbour",6841,2021-05-06 23:41:52,2021-05-31 10:33:28,44.9202516530958,-62.5386218284875
"295","V2LNSSA-1343300-2021-04-28","Sheet Harbour estuary",6187,2021-05-12 07:37:50,2021-06-01 23:57:12,44.8958021924533,-62.4850195539726
"296","V2LNSSA-1343300-2021-04-28","Sheet Harbour passage",174,2021-05-18 08:36:12,2021-06-02 13:51:51,44.8665695404,-62.4962837203505
"297","V2LNSSA-1343300-2021-04-28","West River",510,2021-05-02 18:14:59,2021-05-05 17:49:51,44.9382000000021,-62.562089999998
"298","V2LNSSA-1343301-2021-04-28","Sheet Harbour",3073,2021-05-02 00:07:13,2021-05-20 10:26:59,44.9202516530958,-62.5386218284875
